Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,37.11890578564344,38.06790905700878,36.960737964295674,37.845035552978516,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,34.50436774903168,34.92135476947222,34.02986779937338,34.075401306152344,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,34.63617016860271,35.59955184185719,34.46122893526052,35.530052185058594,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,35.63549502718039,35.66665029584248,34.96448294328818,35.450965881347656,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,35.84159340926757,36.383197798427645,35.59236221698076,36.126773834228516,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,36.256177140727566,37.032634397057244,35.858366074079505,36.740264892578125,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,36.54615481003552,36.89843607025033,36.15313401277351,36.857696533203125,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,36.637225008250184,36.83373359568224,36.30890621700757,36.49583053588867,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,36.1507419170447,36.25139319180006,35.76011623949822,35.94704055786133,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,36.01174617764435,36.75944344949594,35.95902355906794,36.68275833129883,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,36.6851502977608,37.35616239313096,36.66597810569631,37.13089370727539,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,36.95354564970594,37.78272540703172,36.728277012761666,37.35136032104492,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,37.74439432671205,37.83546133714348,37.38012994170854,37.58143615722656,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,37.483167350749554,37.55985244670623,36.574903676918495,36.73786544799805,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,36.941573306667244,37.178825087061625,36.35443905140819,36.88645553588867,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,36.93198104440299,37.020649220383596,36.364019105549964,36.594078063964844,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,37.26029938547253,37.89536587127796,36.98231175761632,37.80669403076172,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,37.33459154443465,37.464002927219255,36.82414609842488,37.45681381225586,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,37.44483957480772,37.89537705472305,36.93199519826006,37.0685920715332,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,39.122356437879326,39.81733098541952,38.39862177575905,39.60165023803711,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,39.80775307714998,40.50033258273979,39.43629959134849,39.886837005615234,162958400,0.0,0.0
2019-02-01 00:00:00-05:00,40.011447263725955,40.49553135957983,39.76460759728774,39.906002044677734,130672400,0.0,0.0
2019-02-04 00:00:00-05:00,40.119299674998075,41.13779928606602,40.08814439909655,41.03954315185547,125982000,0.0,0.0
2019-02-05 00:00:00-05:00,41.42535961087087,41.95737597428336,41.30314101911656,41.74169158935547,144406400,0.0,0.0
2019-02-06 00:00:00-05:00,41.85433308546276,42.07481146962072,41.42297155514783,41.756080627441406,112958400,0.0,0.0
2019-02-07 00:00:00-05:00,41.315126741844416,41.684185039231444,40.82145468132049,40.96524429321289,126966800,0.0,0.0
2019-02-08 00:00:00-05:00,40.67162427928549,41.0735506410027,40.534437919302775,41.01338195800781,95280000,0.1825,0.0
2019-02-11 00:00:00-05:00,41.16740709776454,41.205915930139106,40.734191914561585,40.77751159667969,83973600,0.0,0.0
2019-02-12 00:00:00-05:00,40.938767226771056,41.15537298404109,40.84249514500316,41.12889862060547,89134000,0.0,0.0
2019-02-13 00:00:00-05:00,41.249244947167085,41.511579541328246,40.895452773520105,40.95802688598633,89960800,0.0,0.0
2019-02-14 00:00:00-05:00,40.84491939394662,41.217962372915736,40.76549627417732,41.10725402832031,87342800,0.0,0.0
2019-02-15 00:00:00-05:00,41.21555334151994,41.32385625085599,40.854541195462836,41.01579284667969,98507200,0.0,0.0
2019-02-19 00:00:00-05:00,40.84491850776632,41.26128484866956,40.791969762402246,41.1385383605957,75891200,0.0,0.0
2019-02-20 00:00:00-05:00,41.20110484321963,41.71374315878578,41.15297063494032,41.40327072143555,104457600,0.0,0.0
2019-02-21 00:00:00-05:00,41.34791950109698,41.48510218805276,40.98690740476448,41.16981887817383,68998800,0.0,0.0
2019-02-22 00:00:00-05:00,41.29497123929922,41.63672892038488,41.246837027051455,41.62950897216797,75652800,0.0,0.0
2019-02-25 00:00:00-05:00,41.915920635716375,42.32747245365195,41.865377315974015,41.93276596069336,87493600,0.0,0.0
2019-02-26 00:00:00-05:00,41.807604300863915,42.19027619750283,41.67763790461383,41.95682144165039,68280800,0.0,0.0
2019-02-27 00:00:00-05:00,41.6872671447107,42.11807324951921,41.5717406425236,42.08678436279297,111341600,0.0,0.0
2019-02-28 00:00:00-05:00,41.9544213444829,42.09641855599935,41.61747451383466,41.672828674316406,112861600,0.0,0.0
2019-03-01 00:00:00-05:00,41.94478516224547,42.154170969786385,41.610247486190694,42.1108512878418,103544800,0.0,0.0
2019-03-04 00:00:00-05:00,42.28414969536442,42.77993911951627,41.87018880924811,42.32265853881836,109744800,0.0,0.0
2019-03-05 00:00:00-05:00,42.34431350916177,42.358753405692546,42.007366676355296,42.245635986328125,78949600,0.0,0.0
2019-03-06 00:00:00-05:00,42.03865940648915,42.236014470180834,41.86296786197717,42.002559661865234,83241600,0.0,0.0
2019-03-07 00:00:00-05:00,41.84611112067233,41.98329746966129,41.40086510563405,41.516387939453125,99185600,0.0,0.0
2019-03-08 00:00:00-05:00,40.991723645274746,41.65357918295048,40.794368594922446,41.61507034301758,95997600,0.0,0.0
2019-03-11 00:00:00-04:00,42.236014963500594,43.10966184525181,42.2023206439896,43.05671310424805,128044000,0.0,0.0
2019-03-12 00:00:00-04:00,43.32144762729251,43.964048659742126,43.16982138542751,43.540462493896484,129870400,0.0,0.0
2019-03-13 00:00:00-04:00,43.86297208425176,44.11568129987663,43.54287423411428,43.733009338378906,124130000,0.0,0.0
2019-03-14 00:00:00-04:00,44.26007624597198,44.308214124314226,43.93757302654422,44.21916198730469,94318000,0.0,0.0
2019-03-15 00:00:00-04:00,44.48871834348419,45.08559055215344,44.2215692881178,44.79437255859375,156171600,0.0,0.0
2019-03-18 00:00:00-04:00,44.71735748085458,45.34070403743831,44.71494838365113,45.25165557861328,104879200,0.0,0.0
2019-03-19 00:00:00-04:00,45.33108471272051,45.48511638571286,44.74624323693075,44.8930549621582,126585600,0.0,0.0
2019-03-20 00:00:00-04:00,44.82085428680649,45.60545626302313,44.45984218901011,45.28535842895508,124140800,0.0,0.0
2019-03-21 00:00:00-04:00,45.73301656558323,47.25167363529986,45.68247325273075,46.9532356262207,204136800,0.0,0.0
2019-03-22 00:00:00-04:00,47.01339650532469,47.578983537196066,45.9159204261573,45.98090362548828,169630800,0.0,0.0
2019-03-25 00:00:00-04:00,46.09161213010793,46.2047295369624,44.90990210169952,45.42494583129883,175381200,0.0,0.0
2019-03-26 00:00:00-04:00,46.12770794741618,46.4213313374235,44.42373085000455,44.95561981201172,199202000,0.0,0.0
2019-03-27 00:00:00-04:00,45.427354908120996,45.67043506132517,44.89787124102388,45.35996627807617,119393600,0.0,0.0
2019-03-28 00:00:00-04:00,45.47548965786685,45.62230139057586,45.13373198076167,45.420135498046875,83121600,0.0,0.0
2019-03-29 00:00:00-04:00,45.687287655486024,45.74745634222521,45.376815175364925,45.71616744995117,94256000,0.0,0.0
2019-04-01 00:00:00-04:00,46.1228988115024,46.13252418352973,45.3383006209173,46.02663040161133,111448000,0.0,0.0
2019-04-02 00:00:00-04:00,45.99053416106578,46.80161051403949,45.98090878753836,46.69571304321289,91062800,0.0,0.0
2019-04-03 00:00:00-04:00,46.51038594990899,47.29257872785055,46.48631701085669,47.015804290771484,93087200,0.0,0.0
2019-04-04 00:00:00-04:00,46.88102772216354,47.26129422555592,46.48391589779555,47.09763717651367,76457200,0.0,0.0
2019-04-05 00:00:00-04:00,47.28055767736399,47.4369984807956,47.15540576909981,47.41292953491211,74106400,0.0,0.0
2019-04-08 00:00:00-04:00,47.27331949271883,48.19028942211961,47.2540650779204,48.15900421142578,103526800,0.0,0.0
2019-04-09 00:00:00-04:00,48.21195767793272,48.820864375281545,47.94961946384449,48.01460266113281,143072800,0.0,0.0
2019-04-10 00:00:00-04:00,47.81725485263282,48.31304789430677,47.69691748446444,48.28416442871094,86781200,0.0,0.0
2019-04-11 00:00:00-04:00,48.33951681698765,48.37561655440968,47.75948988637607,47.882232666015625,83603200,0.0,0.0
2019-04-12 00:00:00-04:00,47.94240298637106,48.168637808381526,47.22278793146237,47.862979888916016,111042800,0.0,0.0
2019-04-15 00:00:00-04:00,47.793189812198506,48.09884775708899,47.656003449072635,47.94962692260742,70146400,0.0,0.0
2019-04-16 00:00:00-04:00,48.004988199611134,48.46467419016821,47.788378716886996,47.954444885253906,102785600,0.0,0.0
2019-04-17 00:00:00-04:00,48.02423105441567,48.94842475179713,47.80040533203736,48.88825607299805,115627200,0.0,0.0
2019-04-18 00:00:00-04:00,48.885852767246796,49.1337474594759,48.74145012446377,49.0639533996582,96783200,0.0,0.0
2019-04-22 00:00:00-04:00,48.81605435968994,49.323878170586,48.69812242370955,49.22520065307617,77758000,0.0,0.0
2019-04-23 00:00:00-04:00,49.201133444879666,50.00017531373073,49.07357613137349,49.9351921081543,93292000,0.0,0.0
2019-04-24 00:00:00-04:00,49.90631139584087,50.175865914145554,49.83170281826761,49.858177185058594,70162400,0.0,0.0
2019-04-25 00:00:00-04:00,49.77875872271458,50.00258447628887,49.36720328650979,49.40571212768555,74172800,0.0,0.0
2019-04-26 00:00:00-04:00,49.31425203419226,49.33832097680149,48.645176560591935,49.16984939575195,74596400,0.0,0.0
2019-04-29 00:00:00-04:00,49.193906313542655,49.5717673484031,49.063943593771675,49.244449615478516,88818800,0.0,0.0
