Date,Return,Score
2020-01-02,0.022816628937841532,0.0
2020-01-03,-0.009721967680811905,-0.9367675185203552
2020-01-06,0.007968198071759858,-0.9653811454772949
2020-01-07,-0.004702930132722605,0.0
2020-01-08,0.01608630884182527,-0.8834717869758606
2020-01-09,0.021240470014567636,0.0
2020-01-10,0.002260857744245559,-0.9577251076698303
2020-01-13,0.021364357995907968,-0.9729958772659302
2020-01-14,-0.013503278373815708,-0.5735204219818115
2020-01-15,-0.004285716721798338,0.45860764384269714
2020-01-16,0.012526651055827065,0.0
2020-01-17,0.011070781464644464,-0.9496669173240662
2020-01-21,-0.006776584766205129,-0.9416723251342773
2020-01-22,0.0035694374829278175,0.0
2020-01-23,0.004815872189095849,0.0
2020-01-24,-0.0028819035576260754,-0.890031099319458
2020-01-27,-0.029405252691906303,-0.9336058497428894
2020-01-28,0.028289262829054307,0.0
2020-01-29,0.02093239193416463,-0.9217414855957031
2020-01-30,-0.0014490977927779092,0.0
2020-01-31,-0.04433875799298315,0.0
2020-02-03,-0.0027463259618651925,-0.8863033056259155
2020-02-04,0.033013440108476955,-0.9559444189071655
2020-02-05,0.008154633387754018,0.0
2020-02-06,0.011696811404600993,0.5458678007125854
2020-02-07,-0.013592506799821824,-0.8707383275032043
2020-02-10,0.004749348779463869,0.7513875365257263
2020-02-11,-0.006033304032884268,-0.8798344135284424
2020-02-12,0.02374770334079912,-0.8652197122573853
2020-02-13,-0.007120876354936079,0.0
2020-02-14,0.00024628224098921514,-0.9543337821960449
2020-02-18,-0.018310528867051312,-0.9667865633964539
2020-02-19,0.014482677443402592,0.0
2020-02-20,-0.010258789795220657,-0.5847261548042297
2020-02-21,-0.022635027905951177,-0.9466665387153625
2020-02-24,-0.047500526505332985,0.0
2020-02-25,-0.03387215235846963,-0.9359914660453796
2020-02-26,0.01586355237780035,-0.6729216575622559
2020-02-27,-0.06536793856825562,-0.9541758298873901
2020-02-28,-0.000585494895909866,-0.7262957096099854
2020-03-02,0.0931009517290402,-0.8749011158943176
2020-03-03,-0.0317589701047819,-0.8245317339897156
2020-03-04,0.0463842176358682,-0.5866623520851135
2020-03-05,-0.032436909770193756,0.0
2020-03-06,-0.013280179854996965,-0.9580021500587463
2020-03-09,-0.07909192152126465,-0.9575507640838623
2020-03-10,0.07202130812384566,0.8839573860168457
2020-03-11,-0.03473029215366341,-0.9706830382347107
2020-03-12,-0.09875478891293166,0.0
2020-03-13,0.11980827136975347,0.8727514743804932
2020-03-16,-0.12864690044066907,-0.9193560481071472
2020-03-17,0.04397000399511808,-0.6528856754302979
2020-03-18,-0.024479907081450758,0.5597140789031982
2020-03-19,-0.007662085318427381,0.7850489020347595
2020-03-20,-0.06348552483656655,0.8624056577682495
2020-03-23,-0.021244113928732933,-0.6698784828186035
2020-03-24,0.10032542109185272,0.0
2020-03-25,-0.005508783997149824,0.0
2020-03-26,0.052622956241336505,0.0
2020-03-27,-0.0414022326479373,0.8221432566642761
2020-03-30,0.028537801130758655,0.0
2020-03-31,-0.0020406159633208354,-0.9389022588729858
2020-04-01,-0.052617052533993625,-0.9522687792778015
2020-04-02,0.016686710002180583,-0.9512737989425659
2020-04-03,-0.014371345993921758,-0.9606344699859619
2020-04-06,0.087237339197481,-0.9248820543289185
2020-04-07,-0.01158237154824493,0.0
2020-04-08,0.02559497027116131,0.9368680715560913
2020-04-09,0.0072159621188743195,-0.8957006931304932
2020-04-13,0.019627440469720092,-0.9627454280853271
2020-04-14,0.050503327038214474,0.516575276851654
2020-04-15,-0.009127047887433237,0.0
2020-04-16,0.0079455506731414,-0.9263238310813904
2020-04-17,-0.013568876007970965,-0.7698003053665161
2020-04-20,-0.02075670922118278,-0.9644374847412109
2020-04-21,-0.030910477610928466,-0.9636214375495911
2020-04-22,0.028803624876744927,0.0
2020-04-23,-0.003875212579107279,-0.9598764777183533
2020-04-24,0.02886952505125384,-0.6932374835014343
2020-04-27,0.0007067086231831166,-0.966300368309021
2020-04-28,-0.016209337701202364,-0.8507459163665771
2020-04-29,0.03284532729973333,0.0
2020-04-30,0.02109596534374858,0.6447400450706482
2020-05-01,-0.01609925275644708,0.0
2020-05-04,0.014148739175337655,0.0
2020-05-05,0.015009090094993072,-0.9668254852294922
2020-05-06,0.010317038271499879,-0.967514157295227
2020-05-07,0.010345014217733262,-0.6765273809432983
2020-05-08,0.023801517897393154,-0.9555190801620483
2020-05-11,0.015735313472640122,-0.9619987607002258
2020-05-12,-0.01142796459391493,0.0
2020-05-13,-0.012074243404465501,0.0
2020-05-14,0.006143415678663056,-0.8540551066398621
2020-05-15,-0.005912240752855236,0.0
2020-05-18,0.023561330814759307,0.0
2020-05-19,-0.005778299374760709,0.0
2020-05-20,0.019447881159366798,-0.5121836066246033
2020-05-21,-0.007455399521807293,0.0
2020-05-22,0.006438272516866128,-0.9478731155395508
2020-05-26,-0.006773546705893474,0.0
2020-05-27,0.004357390346251266,-0.8605827689170837
2020-05-28,0.0004397737112633582,0.5987982749938965
2020-05-29,-0.0009739799391313975,0.7984859943389893
2020-06-01,0.0122979705703401,-0.7513394951820374
2020-06-02,0.004629267832013451,0.0
2020-06-03,0.005505395903728338,-0.5370645523071289
2020-06-04,-0.008612455805841801,-0.8273167610168457
2020-06-05,0.02848098508382302,-0.730871856212616
2020-06-08,0.005912664643376253,0.9321932196617126
2020-06-09,0.031577696319497806,-0.9556364417076111
2020-06-10,0.025727642476296886,0.0
2020-06-11,-0.04801047652461976,-0.717872142791748
2020-06-12,0.008633534244559593,-0.7155876755714417
